"Survey Year","Trip identifier","Vessel name","Trip start date","Trip end date","GMA","PFMA","Set number","Set date","Start latitude","Start longitude","End latitude","End longitude","Bottom depth (m)","Tow duration (min)","Distance towed (m)","Vessel speed (m/min)","Trawl door spread (m)","Trawl mouth opening height (m)"
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","16","2004-05-28","48.643333","-125.788666","48.635000","-125.769833","60.000000",19,"1600.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","17","2004-05-28","48.559833","-125.868833","48.545833","-125.858166","77.500000",20,"1700.000","101.66870","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","19","2004-05-28","48.498000","-125.829000","48.488666","-125.813500","94.000000",18,"1500.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","20","2004-05-28","48.490333","-125.919833","48.485000","-125.941666","121.000000",20,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","22","2004-05-29","48.671000","-126.145000","48.655333","-126.140833","141.500000",11,"1700.000","98.33530","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","23","2004-05-29","48.639000","-126.154166","48.652500","-126.169833","157.500000",20,"1800.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","24","2004-05-29","48.750500","-126.256166","48.759666","-126.277166","171.000000",21,"1800.000","105.00210","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","26","2004-05-29","48.780166","-126.343166","48.790333","-126.363166","223.500000",20,"1800.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","27","2004-05-29","48.824666","-126.358500","48.840166","-126.371500","170.500000",20,"1900.000","98.33530","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","28","2004-05-29","48.782166","-126.452166","48.782666","-126.470833","272.000000",20,"1300.000","61.66790","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","29","2004-05-29","48.743833","-126.504333","48.756333","-126.517000","457.500000",20,"1600.000","80.00160","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","30","2004-05-29","48.821833","-126.523500","48.837000","-126.528666","221.000000",20,"1700.000","80.00160","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","31","2004-05-30","49.000166","-126.210666","49.016500","-126.219333","86.500000",20,"1900.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","32","2004-05-30","48.877333","-126.271166","48.895000","-126.279833","130.500000",23,"2000.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","33","2004-05-30","48.927833","-126.402666","48.937833","-126.419333","150.500000",22,"1600.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","34","2004-05-30","48.949000","-126.441666","48.958333","-126.454166","153.500000",18,"1300.000","65.00130","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","35","2004-05-30","48.965000","-126.639833","48.977500","-126.637500","516.000000",20,"1400.000","71.66810","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","36","2004-05-30","48.996833","-126.703000","48.999500","-126.726166","244.500000",22,"1700.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","124","37","2004-05-30","49.036500","-126.823166","49.044833","-126.843666","272.000000",23,"1700.000","80.00160","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","124","38","2004-05-30","49.068000","-126.893500","49.080666","-126.902666","336.500000",24,"1500.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","39","2004-05-31","49.059333","-126.645500","49.068833","-126.664500","139.500000",22,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","40","2004-05-31","49.089333","-126.647833","49.101666","-126.663000","135.500000",22,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","41","2004-05-31","49.201000","-126.823666","49.212666","-126.835833","143.000000",21,"1500.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","42","2004-05-31","49.216833","-126.968333","49.229666","-126.985500","187.500000",22,"1900.000","101.66870","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","43","2004-05-31","49.219000","-127.023333","49.233500","-127.039666","218.500000",22,"2000.000","101.66870","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","44","2004-05-31","49.242500","-127.022833","49.253000","-127.040333","184.000000",23,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","45","2004-05-31","49.309000","-127.155166","49.325000","-127.162666","206.000000",23,"1800.000","98.33530","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","46","2004-05-31","49.373666","-127.203333","49.362000","-127.182666","184.500000",22,"1900.000","98.33530","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","47","2004-05-31","49.420500","-127.240500","49.436500","-127.237833","209.500000",21,"1700.000","98.33530","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","49","2004-06-01","49.476166","-126.809833","49.462666","-126.805333","64.000000",20,"1500.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","50","2004-06-01","49.386000","-126.892000","49.368666","-126.882833","125.500000",20,"2000.000","108.33550","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","51","2004-06-01","49.328333","-126.861833","49.312833","-126.856666","130.000000",22,"1700.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","52","2004-06-01","49.348000","-126.818666","49.333166","-126.804166","131.500000",21,"1900.000","86.66840","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","53","2004-06-01","49.338833","-126.680666","49.331833","-126.662000","89.500000",19,"1500.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","54","2004-06-01","49.210500","-126.395166","49.199500","-126.378166","72.000000",21,"1700.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","56","2004-06-02","49.085333","-126.162166","49.100833","-126.178833","58.500000",20,"2100.000","105.00210","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","58","2004-06-02","49.105833","-126.110166","49.092500","-126.108166","53.000000",20,"1400.000","80.00160","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","59","2004-06-02","49.039500","-126.132000","49.026666","-126.123833","64.500000",21,"1500.000","83.33500","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","127","60","2004-06-03","50.084666","-128.003666","50.071333","-127.995666","179.000000",22,"1600.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","127","61","2004-06-03","50.150833","-128.075500","50.141500","-128.064166","170.000000",18,"1300.000","91.66850","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","127","62","2004-06-03","50.361166","-128.349166","50.360166","-128.322500","205.000000",19,"1900.000","98.33530","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","127","63","2004-06-03","50.352833","-128.434500","50.364333","-128.446333","350.000000",21,"1500.000","83.33500","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","05","127","64","2004-06-03","50.540500","-128.412000","50.526166","-128.398666","160.000000",20,"1800.000","86.66840","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","126","69","2004-06-05","49.931833","-127.423333","49.919166","-127.433833","59.000000",17,"1600.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","126","70","2004-06-05","49.924833","-127.511833","49.914333","-127.529500","64.000000",20,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","126","71","2004-06-05","49.899666","-127.511333","49.888833","-127.491666","72.000000",20,"1800.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","126","72","2004-06-05","49.900333","-127.380000","49.893000","-127.360500","61.000000",22,"1600.000","86.66840","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","75","2004-06-06","49.656833","-127.147000","49.642000","-127.151166","113.000000",21,"1600.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","76","2004-06-06","49.677166","-127.303333","49.684166","-127.320000","136.000000",20,"1400.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","77","2004-06-06","49.595666","-127.287166","49.585500","-127.270500","150.000000",22,"1600.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","79","2004-06-06","49.363333","-127.222666","49.351166","-127.212666","230.000000",22,"1500.000","91.66850","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","80","2004-06-06","49.336333","-127.213166","49.329166","-127.198166","380.000000",23,"1300.000","80.00160","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","81","2004-06-06","49.322166","-127.184833","49.337000","-127.194166","259.000000",22,"1800.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","82","2004-06-06","49.438166","-126.974666","49.431666","-126.954500","121.000000",21,"1600.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","04","125","83","2004-06-06","49.386500","-126.963166","49.373833","-126.954833","138.000000",20,"1500.000","83.33500","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","84","2004-06-07","48.486666","-126.181166","48.473000","-126.180166","343.000000",19,"1500.000","86.66840","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","124","85","2004-06-07","48.610333","-126.126666","48.626666","-126.132166","149.000000",20,"1800.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","86","2004-06-07","48.566500","-125.997333","48.576500","-126.012833","108.000000",19,"1600.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","87","2004-06-07","48.549000","-125.627833","48.564500","-125.628333","65.000000",21,"1700.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","88","2004-06-07","48.669000","-125.538666","48.673833","-125.514500","177.000000",20,"1800.000","91.66850","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","89","2004-06-07","48.705833","-125.501333","48.697000","-125.481833","135.000000",21,"1700.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","90","2004-06-07","48.732000","-125.570333","48.727666","-125.590833","177.000000",19,"1500.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","92","2004-06-08","48.845166","-125.484666","48.856500","-125.503166","102.000000",20,"1800.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","93","2004-06-08","48.908666","-125.665000","48.906500","-125.688166","81.000000",20,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","94","2004-06-08","48.917833","-125.710000","48.925166","-125.693166","96.000000",21,"1500.000","83.33500","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","95","2004-06-08","48.819333","-125.570333","48.808500","-125.591166","54.000000",20,"1900.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","96","2004-06-08","48.645833","-125.418166","48.639500","-125.438666","71.000000",21,"1600.000","90.00180","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","97","2004-06-08","48.603166","-125.393500","48.593500","-125.377333","123.000000",22,"1600.000","83.33500","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","99","2004-06-08","48.567000","-125.406166","48.551333","-125.404000","84.000000",21,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","100","2004-06-08","48.529000","-125.363666","48.513666","-125.371666","132.000000",21,"1800.000","91.66850","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","121","101","2004-06-08","48.478000","-125.402333","48.485833","-125.375666","148.000000",26,"2100.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","102","2004-06-09","48.494333","-125.623000","48.493833","-125.601500","100.000000",21,"1500.000","95.00190","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","123","103","2004-06-09","48.398166","-125.541833","48.388166","-125.523666","130.000000",21,"1700.000","93.33520","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","121","104","2004-06-09","48.366333","-125.365000","48.377166","-125.358666","119.000000",16,"1300.000","86.66840","64.30",NA
2004,"54080","W. E. RICKER","2004-05-25","2004-06-10","03","121","105","2004-06-09","48.417500","-125.349500","48.427833","-125.332333","161.000000",20,"1700.000","93.33520","64.30",NA
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","1","2006-05-24","48.609000","-125.045166","48.626833","-125.052166","76.000000",21,"2000.000","95.00190","64.30","5.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","2","2006-05-24","48.630166","-125.042666","48.643833","-125.058333","69.000000",22,"1900.000","76.66820","64.30","4.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","4","2006-05-24","48.599666","-125.142500","48.601000","-125.168166","102.500000",21,"1800.000","90.00180","64.30","4.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","5","2006-05-25","48.222000","-125.830833","48.220333","-125.808666","444.000000",22,"1600.000","86.66840","61.60","5.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","6","2006-05-25","48.264333","-125.760500","48.253333","-125.783666","196.500000",24,"2100.000","105.00210","64.30","4.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","7","2006-05-25","48.326333","-125.614166","48.318666","-125.636666","134.500000",20,"1800.000","98.33530","64.30","3.4"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","9","2006-05-25","48.456833","-125.489833","48.449666","-125.510333","138.000000",19,"1700.000","86.66840","64.30","3.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","10","2006-05-25","48.432833","-125.525500","48.433666","-125.509333","121.500000",14,"1200.000","98.33530","64.30","5.4"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","12","2006-05-26","48.649166","-125.163333","48.647166","-125.187833","88.000000",18,"1800.000","95.00190","64.30","3.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","13","2006-05-26","48.665333","-125.200500","48.659666","-125.178833","83.000000",20,"1700.000","93.33520","64.30","3.1"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","14","2006-05-26","48.584833","-125.110833","48.592333","-125.126000","105.500000",17,"1300.000","80.00160","55.20","3.4"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","15","2006-05-26","48.537166","-125.389500","48.522000","-125.396833","92.000000",21,"1700.000","80.00160","64.30","4.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","16","2006-05-26","48.467500","-125.339000","48.473166","-125.313333","154.000000",20,"2000.000","116.66900","64.30","3.1"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","17","2006-05-26","48.425500","-125.430833","48.435166","-125.413833","149.000000",19,"1600.000","90.00180","64.30","3.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","18","2006-05-26","48.359500","-125.565666","48.351833","-125.586833","140.000000",21,"1700.000","95.00190","64.30","3.3"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","121","19","2006-05-26","48.320000","-125.574333","48.323500","-125.550166","131.500000",21,"1800.000","86.66840","64.30","3.3"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","21","2006-05-27","48.450166","-126.162000","48.433666","-126.160333","325.000000",17,"1800.000","93.33520","63.70","3.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","22","2006-05-27","48.462500","-126.144000","48.447833","-126.143166","254.000000",15,"1600.000","93.33520","70.50","3.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","23","2006-05-27","48.356333","-126.105333","48.354666","-126.081666","416.000000",21,"1700.000","101.66870","64.30","3.9"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","24","2006-05-27","48.399500","-125.991333","48.395500","-126.014500","225.000000",22,"1700.000","98.33530","64.30","3.1"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","26","2006-05-27","48.489000","-125.945000","48.480500","-125.923000","121.000000",20,"1800.000","98.33530","64.30","3.3"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","27","2006-05-28","48.331500","-125.867666","48.324666","-125.890166","300.000000",19,"1800.000","98.33530","57.90",NA
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","28","2006-05-28","48.337500","-125.898000","48.335833","-125.922166","374.000000",14,"1800.000","95.00190","61.40",NA
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","29","2006-05-28","48.371666","-125.801000","48.364000","-125.821500","141.000000",20,"1700.000","101.66870","54.70","4.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","30","2006-05-28","48.440833","-125.635166","48.440666","-125.658833","113.000000",19,"1700.000","95.00190","56.30","4.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","31","2006-05-28","48.552500","-125.563833","48.567666","-125.558000","90.500000",19,"1700.000","76.66820","64.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","32","2006-05-28","48.681166","-125.648000","48.675666","-125.668500","92.000000",20,"1600.000","95.00190","64.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","33","2006-05-28","48.684500","-125.726500","48.691666","-125.746833","135.500000",18,"1700.000","101.66870","64.30","3.2"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","34","2006-05-28","48.505666","-125.731500","48.501500","-125.708333","90.500000",20,"1700.000","116.66900","64.30","3.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","35","2006-05-29","48.763666","-125.599666","48.760333","-125.623333","160.000000",20,"1700.000","93.33520","62.80","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","36","2006-05-29","48.758500","-125.643166","48.753000","-125.666333","160.000000",19,"1800.000","83.33500","67.90","3.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","37","2006-05-29","48.746000","-125.677000","48.738166","-125.701500","172.000000",21,"2000.000","95.00190","64.30","3.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","38","2006-05-29","48.736333","-125.808000","48.737833","-125.787666","110.000000",20,"1500.000","93.33520","57.40","3.4"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","39","2006-05-29","48.749500","-125.876333","48.760166","-125.859333","67.000000",20,"1700.000","86.66840","64.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","40","2006-05-29","48.775000","-125.855833","48.770666","-125.878000","61.500000",20,"1700.000","90.00180","64.30","3.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","41","2006-05-29","48.779333","-125.829000","48.787833","-125.806666","57.500000",20,"1900.000","101.66870","64.30","4.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","42","2006-05-29","48.829833","-125.762833","48.842833","-125.749000","50.000000",19,"1700.000","95.00190","64.30","3.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","43","2006-05-29","48.904500","-125.636833","48.908166","-125.660166","80.000000",21,"1700.000","83.33500","64.30","3.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","44","2006-05-29","48.917000","-125.785833","48.927666","-125.802166","74.000000",20,"1700.000","83.33500","64.30","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","45","2006-05-29","48.880666","-125.820500","48.872166","-125.837666","50.000000",21,"1500.000","76.66820","64.30","3.5"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","46","2006-05-29","48.826166","-125.862500","48.813666","-125.864500","54.000000",19,"1400.000","86.66840","64.30","4.0"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","47","2006-05-30","48.481166","-126.127333","48.492166","-126.148166","207.000000",21,"1900.000","95.00190","61.20","2.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","49","2006-05-30","48.629666","-126.190333","48.646666","-126.196833","200.000000",22,"1900.000","98.33530","66.60","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","123","50","2006-05-30","48.620166","-125.963166","48.634500","-125.976333","100.000000",19,"1800.000","115.00230","55.80","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","51","2006-05-30","48.679000","-126.082333","48.693833","-126.093833","118.000000",22,"1800.000","116.66900","64.30","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","52","2006-05-30","48.710333","-126.034166","48.723333","-126.045166","100.000000",22,"1600.000","90.00180","64.30","4.2"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","53","2006-05-30","48.732833","-126.012166","48.750000","-126.021166","86.000000",22,"2000.000","95.00190","64.30","4.3"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","54","2006-05-30","48.794833","-126.131500","48.804500","-126.149333","113.500000",21,"1700.000","86.66840","64.30","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","55","2006-05-31","49.000833","-126.096666","49.010666","-126.116000","60.000000",20,"1700.000","90.00180","64.30","3.9"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","56","2006-05-31","49.069333","-126.148500","49.083000","-126.162500","58.000000",22,"1800.000","90.00180","56.20","3.9"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","57","2006-05-31","49.063666","-126.284333","49.070333","-126.307000","89.000000",22,"1800.000","93.33520","57.60","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","58","2006-05-31","49.004500","-126.363666","48.991000","-126.357000","128.500000",23,"1600.000","93.33520","64.30","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","59","2006-05-31","48.948000","-126.303166","48.936333","-126.288500","124.500000",23,"1700.000","86.66840","64.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","60","2006-05-31","48.920000","-126.339166","48.930666","-126.356166","139.000000",21,"1700.000","101.66870","64.30","4.4"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","61","2006-05-31","48.953333","-126.414666","48.964500","-126.432500","148.000000",22,"1700.000","95.00190","64.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","62","2006-05-31","48.930000","-126.429166","48.916333","-126.418000","153.000000",21,"1700.000","93.33520","64.30","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","63","2006-05-31","48.888833","-126.364166","48.878166","-126.348500","153.000000",22,"1600.000","98.33530","64.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","64","2006-06-01","48.890333","-126.145000","48.875666","-126.148500","96.000000",21,"1600.000","86.66840","62.20","3.7"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","65","2006-06-01","48.870333","-126.109666","48.854500","-126.111166","88.000000",21,"1700.000","93.33520","59.60","3.9"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","66","2006-06-01","48.814166","-126.159000","48.800166","-126.166333","118.000000",23,"1600.000","83.33500","70.30","3.6"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","67","2006-06-01","48.784666","-126.259666","48.768833","-126.255333","156.000000",22,"1700.000","95.00190","69.70","3.8"
2006,"61986","W. E. RICKER","2006-05-23","2006-06-19","03","124","68","2006-06-01","48.753500","-126.337000","48.746000","-126.356333","470.000000",21,"1600.000","83.33500","65.30","3.6"
