"site_id","year","month","day","location","salt","temp","salmon_captured","salmon_examined","pink_examined","chum_examined","sockeye_examined","morts_recovery","morts_other","P_ratio","C_ratio","latitude","longitude","bycatch","notes"
666,2020,5,27,"Glacier",25.7,12,160,58,51,7,0,2,0,73,7,NA,"126.30885","1 herring, 80 perch, 4 sculpin","very low tide, calm, no wind, sun out, water vis moderate"
667,2020,5,26,"Burdwood",20,12.8,160,77,50,27,0,2,0,133,27,NA,NA,"10000+ sandlance,1 greenling","none"
668,2020,5,29,"Wicklow",27.1,11.7,4,4,3,1,0,0,0,3,1,NA,NA,"none","high tide, overcast, farm barge present """"""""""""""""sea roamer"""""""""""""""" food spinners operating, [red nets, fish stocked in farm about 20 to 30cm, 2 red floats in front of farm"
669,2020,6,6,"Glacier",26.1,11.4,94,60,51,9,0,0,0,85,9,NA,NA,"~15 sculpin, ~100 green seaurchins, 1 red seaurchin, 1 poacher, 1 bay pipefish, 1 stickle back","2 sets first a water haul as 100s of sandlance and no salmon were caught, 2nd set got salmon, cloud cover ~80%, no wave, no rain, no wind,sun out, weak current"
670,2020,6,6,"Burdwood",26.1,12.5,100,88,37,51,0,0,0,37,63,NA,NA,"2 herring, 1 sculpin",""
671,2020,6,4,"Wicklow",28.3,10.9,79,64,55,3,6,1,0,70,3,NA,NA,"10 stickleback, 2 perch","farm present,stocked with fish about 30cm, boat present """"""""""""""""tuber"""""""""""""""", hand feeding and food spinners operating, pred nets, werid sound maybe food spinners maybe accoustic deterance"
672,2020,6,13,"Glacier",19.4,12.4,250,105,50,51,3,4,0,200,50,NA,NA,"1 hermit crab, 3 sea urchins, 3 sand lance, 5 herring","saw a couple hundred thousand sand lance in a school with about a thousand salmon in """"""""""""""""Sand Lance Bay"""""""""""""""""
673,2020,6,14,"Burdwood",18.6,13.4,250,113,50,50,1,5,0,50,50,NA,NA,"3000 herring, 3 sand lance","lots of lice present in the buckets, 25% clouds, sun out"
674,2020,6,12,"Wicklow",28.1,11.1,230,92,50,41,1,10,0,1.5,1,NA,NA,"2 herring, silver spotted sculpin","30cm fish, fully stocked, cleaning nets, possible sound deterents not heard, food spinners active, cloudy with light rain"
675,2020,6,19,"Glacier",21.7,13.7,350,81,50,28,3,3,0,319,28,NA,NA,"1 herring, 1 pipefish, 1 sculpin, 4 hermit crabs","light rain gross weather, 7 salmon retained for identification training purposes"
676,2020,6,18,"Burdwood",23.6,14.2,64,64,32,18,0,0,0,2,1,NA,NA,"sculpins","2 sets, high cloud cover cirrus stratus, grey"
677,2020,6,19,"Wicklow",24.7,13.4,17,17,13,4,0,0,0,13,4,NA,NA,"3 shiner perch, 3 three spinned stickleback, 2 tidepool sculpins, 2 crescent gunnel","high cloud cover boat docked at farm """"""""""""""""Raven Lady"""""""""""""""", food spinners, hand feeding, possible sound deterents?, 30 cm fish stocked, fully stocked pens, 3-4 diving birds nearby, garbage cans (white containers) of feed being hand fed, 1 juevnile salmon retained for traning purpose"
678,2020,6,29,"Glacier",20,13.8,0,0,0,0,0,0,0,0,0,NA,NA,NA,"cloudy weather, no fish spotted no set, last sampling day for 2020"
679,2020,6,29,"Burdwood",10.9,14.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,"cloudy weather, no fish spotted no set, last sampling day for 2020"
680,2020,6,29,"Wicklow",22,13.3,0,0,0,0,0,0,0,0,0,NA,NA,NA,"cloudy weather, no fish spotted no set,  at the farm mort boat working, spinners active, mort pumps ready, white bags moved off mort boats, stocked fish around 30cm in length last sampling day for 2020"
681,2021,4,1,"Glacier",15.5,8.8,2,2,2,0,0,0,0,1,0,"50.8479333333","-126.30255","none","1.75 hour search, nothing spotted, blind set, crew: Clare and Rob, weather: started calm and sunny became windy and wavey by finish"
682,2021,4,1,"Burdwood",27,9,0,0,0,0,0,0,0,0,0,"50.7888833333","-126.4886666667","none","2.5 hour search, strong tides, moderate wind, scattered rain, overcast, nothing spotted blind set, nothing caught"
683,2021,4,2,"Wicklow",30.4,7.9,250,51,49,2,0,0,0,175,1,"50.7877166667","-126.6771833333","red rock crab",".25 hour search time, partly cloudy, low tide, calm weather, farm stocked with small fish"
684,2021,4,7,"Glacier",27.8,7.9,130,56,50,6,0,0,0,124,6,"50.8475833333","-126.3088666667","none","2.5hr search time, 3 sets fish caught on last set, heavy rain, cold, crew: Clare and Rob"
685,2021,4,7,"Burdwood",28.3,8.7,136,86,50,36,0,4,0,100,36,"50.7861333333","-126.50185","sculpin, juevnile rock sole",".5hr search time, very cold, heavy rain and snow, high winds, liced fish at scfs dock, crew: Clare and Rob"
686,2021,4,11,"Wicklow",29.1,9.4,500,62,50,12,0,3,0,80,1,"50.788","-126.67705","none",".25 hour, farm stocked, small fish, tuebar boat docked, feeding, Crew: Clare, Rob, Jess, Matt, Thea"
687,2021,4,15,"Glacier",27.8,8.4,150,50,50,0,0,3,0,1,0,"50.8398333333","-126.3065","sculpin","0.75hr search time, crew: CA, RH, JW, TC, ME, sunny day, low tide, hooded nudibranchs at ens of Watson cove"
688,2021,4,15,"Burdwood",29.3,9.5,1000,100,50,50,0,6,0,2,3,"50.78615","-126.50165","none",".05hr search time, crew: CA, RH, JW, TC, ME, sunny day, large salmon fry school only caught a small portion"
689,2021,4,16,"Wicklow",30.3,8.3,650,56,50,6,0,0,0,100,1,"50.7874","-126.6799166667","1 shrimp, 1 juevnile greenling","Farm stocked with small fish ~30cm, pred nets up, food spinners r4unning, very sunny weather, creew: CA, RH, JW, TC, ME"
690,2021,4,25,"Glacier",27.4,9.7,1300,94,50,44,0,2,0,10,1,"50.8468","-126.3093","3 juvenile greenling, green sea urchins, sea stars","5 min search time; crew: RH, EA, CA, JW, KM"
691,2021,4,25,"Burdwood",26.6,10.5,650,90,50,40,0,2,0,61,4,"50.7863","-126.5014","1 larval sandlance","5 min search time; crew: RH, EA, CA, JW, KM"
692,2021,4,25,"Wicklow",30.8,8.4,600,52,50,2,0,2,0,598,2,"50.7879","-126.6783","none","0.25hr search time; farm stocked with 30-40cm fish; boats docked were Raven Lady and Tuebor"
693,2021,4,30,"Glacier",29.5,8.4,650,68,50,18,0,0,0,5,2,"50.8446666667","-126.3015","none",".75 hr search, rainy"
694,2021,4,30,"Burdwood",26.8,9,875,82,50,32,0,0,0,843,32,"50.7858666667","-126.5022","gunnel, sand lance, kelp crab, decorator crabx5, shiner perch","5 min search time"
695,2021,4,30,"Wicklow",29,8.4,500,51,50,1,0,0,0,499,1,"50.7865","-126.6791","1 greenling, 1 sculpin, 1 sandlance","Boat present """"""""Tueber"""""""", Nice Weather"
696,2021,5,7,"Glacier",27.7,9.4,350,77,50,27,0,2,2,322,28,"50.8476833333","-126.30935","none","5 min search time"
697,2021,5,7,"Burdwood",16.8,10.6,275,64,50,14,0,1,0,251,14,"50.7861333333","-126.5013","3 coho, 1 herring, 2 sandlance, larval fish","0.75hr search time"
698,2021,5,7,"Wicklow",27.7,8.7,300,52,50,2,0,0,0,149,1,"50.7870666667","-126.6808333333","humpback shrimp, sandlace x 15","5min search time, farm notes: ~40cm fish jumping, feeder operating, no boats"
699,2021,5,17,"Glacier",28.5,10.3,4000,61,50,11,0,0,0,500,11,"50.8475333333","-126.3088666667","none","two buckets released early due to declining condition, i.e. gathering at surface and gaping."
700,2021,5,17,"Burdwood",18.1,11.3,1500,82,50,32,0,6,0,968,32,"50.7859666667","-126.5026333333","sand lance, herring","na"
701,2021,5,17,"Wicklow",29.9,9.2,350,52,50,2,0,0,0,174,1,"50.78796667","-126.67901667","tubesnouts x2, hermit crab, assorted jellies, larval greenling/lingcod?","stocked with 40-50cm fish, boats docked were Hecate Strait and Tuebor"
702,2021,5,23,"Glacier",24.7,11.5,4000,60,50,10,0,0,0,100,1,"50.84755","-126.30915","1 coho","lots of fish"
703,2021,5,22,"Burdwood",17.8,13.4,280,67,50,17,0,2,0,233,17,"50.7862","-126.50163333","hermit crab","none"
704,2021,5,22,"Wicklow",28.2,10.3,200,51,50,1,0,0,0,199,1,"50.78706667","-126.67751667","30 shiner perch, 5 juevnile sand lance","two sets, first set had to water haul, Far, notes: Raven Lady docked, stocked with fish about 40 to 50 cm"
705,2021,5,27,"Glacier",27.6,9.2,5000,51,50,1,0,0,0,500,1,"50.84741667","-126.30938333","1 sculpin","many fish around the boat, abnormally high numbers"
706,2021,5,27,"Burdwood",24.3,10.2,5000,57,50,6,1,1,0,50,1,"50.78573333","-126.50301667","none","many fish"
707,2021,5,28,"Wicklow",29.9,9.3,74,53,50,1,2,0,0,71,1,"50.78791667","-126.67916667","1 herring, 3 prawns","farm notes: no boats docked, stocked with 40 to 50cm fish"
708,2021,6,4,"Glacier",23,12.6,4000,58,50,8,0,0,0,500,8,"50.84653333","-126.30828333","1 pipefish","none"
709,2021,6,3,"Burdwood",21.6,12.6,800,68,50,18,0,2,0,500,18,"50.78543333","-126.5016","2 tubesnouts, 2 sculpins","none"
710,2021,6,3,"Wicklow",28.2,10.7,1200,57,50,4,3,2,0,493,4,"50.78788333","-126.6766","4 tubesnouts","farm notes: stocked with 40-50cm fish, boats docked: """"Tuebor"""" and """"Ambition"""""
711,2021,6,9,"Glacier",20.3,13,450,60,50,8,2,1,0,441,8,"50.84686667","-126.30923333","20 green sea urchins, 1 sculpin, 1 herring",NA
712,2021,6,9,"Burdwood",16.1,13.3,600,71,50,21,0,0,0,579,21,"50.786","-126.50305","1 herring","none"
713,2021,6,9,"Wicklow",25,11.6,1000,53,50,1,2,0,0,500,1,"50.78678333","-126.68093333","none","farm notes: stocked with ~40-50cm fish, no boats docked"
714,2021,6,18,"Glacier",24.1,12.2,38,38,37,1,0,0,0,37,1,"50.84448333","-126.30176667","none","difficult to find fish; set 3 times, and caught fish on third try."
715,2021,6,18,"Burdwood",18.8,14.4,9,9,7,2,0,0,0,7,1,"50.79268333","-126.48041667","none","difficult to find fish; set once and only caught one fish (chum, fish ID 44203). Set again several hours later, and caught only 8 fish (fish ID 44195-44202); location and WQ info from set with majority of fish."
716,2021,6,18,"Wicklow",26.3,11.6,200,50,50,0,0,0,0,200,0,"50.78785","-126.67658333","20 perch","farm notes: stocked with ~40-50cm fish, no boats docked"
717,2021,6,25,"Glacier",27.6,13,80,53,50,2,1,0,0,77,2,"50.84761667","-126.30878333","none","none"
718,2021,6,25,"Burdwood",22.7,12.9,60,59,50,8,1,0,0,51,8,"50.78571667","-126.50165","10 tube snouts, 5 larval sandlance, 20 shiner perch","none"
719,2021,6,25,"Wicklow",28.8,11.8,2500,72,50,3,19,7,0,750,3,"50.78701667","-126.68036667","none","farm notes: stocked with 40-50cm fish, feeders running, boat docked was the Tuebor"
720,2021,7,2,"Glacier",16.6,14.9,18,18,8,7,3,1,0,8,7,"50.84775","-126.30543333","1 perch","tried to catch fish 3 times but had trouble catching a large school"
721,2021,7,2,"Burdwood",10.6,15.9,0,0,0,0,0,0,0,0,0,"50.80268333","-126.4558","none","blind set after more than an hour of searching"
722,2021,7,2,"Wicklow",17,14.5,300,74,50,17,7,3,0,7,1,"50.78708333","-126.68033333","none","farm notes: no boats docked, fish jumping 45-55cm"
723,2022,4,1,"Glacier",NA,NA,0,0,0,0,0,0,0,0,0,"50.84716667","-126.30903333","1 shiner perch, about 50 larval fish","Blind set, 75min search time, saw one chum in an unsetable location, low tide overcast and rainy poor visablity for fish spotting,  Crew: Robert, Caroline, Jess, Bogdan"
724,2022,4,1,"Burdwood",30.5,8,42,42,36,6,0,3,0,6,36,"50.78576667","-126.50138333","larval fish","Blind set, 83 min search time, Crew: Robert, Caroline, Jess, Bogdan, Overcast no current no rain"
725,2022,4,1,"Wicklow",31.6,7.8,0,0,0,0,0,0,0,0,0,"50.78791667","-126.67851667","none","Blind set, 50min search time, Crew: Robert, Caroline, Jess, Bogdan, very high tide, limited setting spots, Very Rainy, overcast hard to spot fish, nothing spotted"
726,2022,4,7,"Glacier",29.9,7,0,0,0,0,0,0,0,0,0,"50.8473333333333","-126.309033333333","~5 larval fish","Blind set, 60min seatrch time, Crew: Robert, Caroline, Jess, Bogdan, nothing spotted, rainy slight wind overcast"
727,2022,4,7,"Burdwood",31.1,7.5,140,63,13,50,0,0,1,13,127,"50.7930833333333","-126.48505","tide pool sculpin, greenling, shrimp, larval fish","Fish spotted, fish caught, 60min search time,Crew: Robert, Caroline, Jess, Bogdan, overcast, slight rain, slight wind"
728,2022,4,7,"Wicklow",31.1,7.3,0,0,0,0,0,0,0,0,0,"50.78785","-126.678516666667","none","Blind set, 65min seatrch time, Crew: Robert, Caroline, Jess, Bogdan, nothing caught, Overcast, set a wide netto get as much area as possible"
729,2022,4,15,"Glacier",30.4,8.2,73,53,50,3,0,0,0,67,3,"50.8475833333333","-126.308666666667","none","Crew: Robert, Caroline, Jess, Bogdan"
730,2022,4,15,"Burdwood",28.9,8.3,800,100,50,50,0,2,0,1,2,"50.7861666666667","-126.501733333333","shrimp, larval fish","Crew: Robert, Caroline, Jess, Bogdan"
731,2022,4,15,"Wicklow",30.9,7.6,0,0,0,0,0,0,0,0,0,"50.7827333333333","-126.703616666667","none","Blind set, 65min seatrch time, Crew: Robert, Caroline, Jess, Bogdan, nothing caught"
732,2022,4,22,"Glacier",31,8.5,200,82,50,32,0,2,0,7,1,"50.8459166666667","-126.307083333333","1 greenling","Crew: Robert, Lilly, Jess, Bogdan"
733,2022,4,22,"Burdwood",30.4,8.1,220,100,50,50,0,2,0,1,3,"50.7860833333333","-126.502116666667","1 greenling, larval sandlance","fish spotted quickly, large schools all over the area, overcast and calm Crew: Robert, Lilly, Jess, Bogdan"
734,2022,4,22,"Wicklow",30.8,7.9,0,0,0,0,0,0,0,0,0,"50.7879666666667","-126.678216666667","none","Blind set, search time 63 min, nothing caught Crew: Robert, Lilly, Jess, Bogdan"
735,2022,4,28,"Glacier",29.7,7.9,7500,100,50,50,0,1,0,4,1,"50.8475833333333","-126.308783333333","100 larval sandlance","Crew: Robert, Lilly, Jess, Bogdan, fish spotted and caught,10 min search"
736,2022,4,28,"Burdwood",30.6,7.7,2500,100,50,50,0,0,0,1,3,"50.7861333333333","-126.5014","shrimp, larval sandlance","Crew: Robert, Lilly, Jess, Bogdan, 5 min search"
737,2022,4,28,"Wicklow",29.6,8.9,22,22,2,20,0,1,0,1,10,"50.7881166666667","-126.678366666667","1 prickleback, 1 perch","Crew: Robert, Lilly, Jess, Bogdan, 40 min search"
738,2022,5,5,"Glacier",28.2,7.8,9,9,8,1,0,0,0,8,1,"50.847598","-126.308909","larval sandlance ~2000 or more","Crew: Robert, Lilly, Caroline, Bogdan, Heavy rain, swelling ocean, strong wind, poor visiblity. We spotted a school of fish we thought were either salmon or sandlance but couldn't make it out due to the poor conditons. Turned out to be sandlance!"
739,2022,5,5,"Burdwood",29.6,8.1,5000,100,50,50,0,0,0,1,1,"50.786","-126.501766666667","1 coho, larval sandlance, some sculpins","Crew: Robert, Lilly, Caroline, Bogdan, had to do a very shallow set to get the school. rainy"
740,2022,5,5,"Wicklow",32.1,7.9,250,94,50,44,0,0,0,206,44,"50.7866666666667","-126.675533333333","2 silver spotted sculpins, 4 three spine stickle back, 10 shrimp, 2 kelp greenling","Crew: Robert, Lilly, Caroline, Bogdan, rainy calm, school spotted. Giant pacific octopus in the intertidal!"
741,2022,5,15,"Glacier",29.8,8.2,2500,100,50,50,0,0,0,5,1,"50.84725","-126.309333333333","50 sandlance","Crew: RH, JW, KM, JWM, DB"
742,2022,5,14,"Burdwood",29,9,250,100,50,50,0,0,0,1,1,"50.7859833333333","-126.5013","none","Crew: RH, JW, KM, JWM, DB"
743,2022,5,14,"Wicklow",30,8.5,150,100,50,50,0,2,0,1,1,"50.7881166666667","-126.677116666667","75 sandlance, 1 sculpin","Crew: RH, JW, KM, JWM, DB"
744,2022,5,19,"Glacier",28,9,318,69,51,18,0,4,0,300,18,"50.8473333333333","-126.309316666667","none","Crew: Robert, Lilly, Kate, Jessica Wadhams, Jessica Williamson set time:12:15"
745,2022,5,19,"Burdwood",27.5,9,1750,101,61,40,0,1,0,1,1,"50.7861833333333","-126.501716666667","none","Crew: Robert, Lilly, Kate, Jessica Wadhams, Jessica Williamson set time:15:12, miscounted chum and pink so we only liced 40 chum and liced 61 pink!"
746,2022,5,19,"Wicklow",28,8.5,120,101,50,50,1,18,0,1,1,"50.7862666666667","-126.675516666667","sandlance, three-spined stickle back, kelp crab, silver spotted sculpin","Crew: Robert, Lilly, Kate, Jessica Wadhams, Jessica Williamson, high mortality of salmon at this site. Unsure as to the reason, set time: 07:12"
747,2022,5,25,"Glacier",29.6,9.8,800,100,50,50,0,2,0,9,1,"50.8473166666667","-126.3096","sandlance","none"
748,2022,5,25,"Burdwood",29,10.3,2000,100,50,50,0,0,0,1,1,"50.7858333333333","-126.5017","3 sandlance, 1 coho","none"
749,2022,5,25,"Wicklow",30,9.7,54,54,44,10,0,1,0,44,10,"50.7862333333333","-126.689233333333","3 sculpins, 4 greenlings","none"
750,2022,6,2,"Glacier",28.2,9.9,1200,100,50,50,0,0,0,11,1,"50.8471666666667","-126.308933333333","30 sandlance","Crew: RH, JW, CG, RC"
751,2022,6,2,"Burdwood",27.3,10.6,420,100,50,50,0,5,0,1,5,"50.7861333333333","-126.502166666667","gunnel, sculpin, 2 coho","Crew: RH, JW, CG, RC"
752,2022,6,2,"Wicklow",28.4,10.2,0,0,0,0,0,0,0,0,0,"50.7864166666667","-126.675216666667","0","Crew: RH, JW, CG, RC / saw a bear/ 1 hour search/ school found but set got hung up aprox. 20 times, fish escaped, boat nearly got stranded behind clam garden wall as tide fell"
753,2022,6,10,"Glacier",23,10.5,2000,100,50,50,0,0,0,19,1,"50.8474","-126.309233333333","none","Crew: SG, JW, KM, BK, JWM; high-graded for chum"
754,2022,6,10,"Burdwood",26,11,500,101,50,51,0,0,0,3,2,"50.7859333333333","-126.503016666667","none","Crew: SG, JW, KM, BK, JWM"
755,2022,6,10,"Wicklow",25,10.5,59,58,29,29,0,0,0,1,1,"50.7865666666667","-126.675883333333","sculpin, longhorn sculpin, sockeye","Crew: SG, JW, KM, BK, JWM"
756,2022,6,16,"Glacier",25,10.5,5000,100,50,50,0,1,0,9,1,"50.8475","-126.30905","sockeye x3","Crew: SG, JW, KM, BK"
757,2022,6,16,"Burdwood",20,11,1000,100,50,50,0,0,0,1,1,"50.7859833333333","-126.503266666667","sandlance, sculpin, tubesnout","Crew: SG, JW, KM, BK"
758,2022,6,16,"Wicklow",28,11,200,91,50,41,0,2,0,3,2,"50.78655","-126.679333333333","sockeye x2, snailfish, shrimp","Crew: SG, JW, KM, BK big fish, hard to keep happy"
759,2022,6,23,"Glacier",21,14,200,83,50,33,0,0,0,17,3,"50.8474833333333","-126.308933333333","SANDLANCE X 10, SCULPIN","Crew: RH, KM, JW, JWM"
760,2022,6,23,"Burdwood",19,15,35,35,2,33,0,0,0,2,33,"50.7861166666667","-126.50175","500 sandlance, 10 000 larval herring","Crew: RH, KM, JW, JWM over an hour search time, moderate wind, small waves hitting bunt"
761,2022,6,23,"Wicklow",23,10.5,85,80,50,30,0,0,0,5,3,"50.7879666666667","-126.67835","larval herring x 2000, sandlance x 50","Crew: RH, KM, JW, JWM calm, sunny"
762,2022,6,30,"Glacier",19,15,87,79,50,29,0,0,0,3,2,"50.8474166666667","-126.309116666667","PERCH, TUBESNOUT, STICKLEBACK, SCULPIN","crew: JW, KM, RH, BK, EA"
763,2022,6,30,"Burdwood",19,16,3,3,0,3,0,0,0,0,1,"50.7859833333333","-126.50135","700 HERRING","crew: JW, KM, RH, BK, EA searched for 1 hour, all fish spotted in small sparse schools, blind set, caught 3 salmon"
764,2022,6,30,"Wicklow",22,13.5,124,99,50,49,0,0,0,3,2,"50.7875","-126.676866666667","TUBESNOUT X 20, SHINER PERCH X 10, STICKLEBACK X 2, GREENLING, PIPE FISH","Crew: JW, KM, RH, BK, EA 3 differents sets to catch enough fish"
765,2022,7,9,"Glacier",11,15,250,76,50,26,0,0,0,112,13,"50.8496166666667","-126.324933333333","none","Crew: RH, BK, CG, MJC, LK, Overcast, slight rain, Calm"
766,2022,7,9,"Burdwood",7,NA,5,5,0,5,0,0,0,0,1,"50.785921","-126.502016","crab","Crew: RH, BK, CG, MJC, LK, OVercast, Calm"
767,2022,7,9,"Wicklow",8,16,45,44,20,24,0,0,0,5,4,"50.7864","-126.684","none","Crew: RH, BK, CG, MJC, LK. Did 2 sets in the same spot about 20 the first time and 25 the second. Overcast and slighttly rainy."
